username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions,eligible_for_archetype,dominant_taste_dimension,dominant_taste_share,archetype,archetype_family
Danthefrog,4180,29,1,0,0,0,0,4,4,0,4,0,0,16,0.03448276,0.0,0.0,0.0,0.0,0.13793103,0.13793103,0.0,0.13793103,0.0,0.0,0.55172414,other,0.55172414,0.44827586,0.508652,5,True,party_family_social_deduction,0.13793103,other_dominant_low_coverage,other_dominant
DanyVns,4181,43,1,0,23,3,0,1,2,0,1,0,0,12,0.023255814,0.0,0.53488374,0.069767445,0.0,0.023255814,0.046511628,0.0,0.023255814,0.0,0.0,0.27906978,dungeon_crawl_cooperative_campaign_adventure,0.53488374,0.7209302,0.515805,7,True,dungeon_crawl_cooperative_campaign_adventure,0.53488374,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
darachalice,4182,188,5,13,15,19,1,41,21,3,7,4,2,57,0.026595745,0.069148935,0.07978723,0.10106383,0.005319149,0.21808511,0.11170213,0.015957447,0.03723404,0.021276595,0.010638298,0.30319148,other,0.30319148,0.6968085,0.80486,12,True,party_family_social_deduction,0.21808511,other_dominant_mixed,other_dominant
DarckyEKC,4183,41,12,1,1,1,0,2,12,0,1,1,0,10,0.29268292,0.024390243,0.024390243,0.024390243,0.0,0.048780486,0.29268292,0.0,0.024390243,0.024390243,0.0,0.24390244,bgg_golden_age_canon,0.29268292,0.75609756,0.669472,9,True,bgg_golden_age_canon,0.29268292,leaning__bgg_golden_age_canon,leaning
darkangel2019,4184,213,5,1,18,35,2,8,38,8,10,10,5,73,0.02347418,0.0046948357,0.08450704,0.16431925,0.0093896715,0.037558686,0.17840375,0.037558686,0.04694836,0.04694836,0.02347418,0.342723,other,0.342723,0.657277,0.788339,12,True,puzzle_nature_tableau_builders,0.17840375,other_dominant_mixed,other_dominant
Darke,4185,314,32,39,30,37,34,6,15,37,11,7,7,59,0.10191083,0.12420382,0.0955414,0.1178344,0.10828026,0.01910828,0.0477707,0.1178344,0.035031848,0.022292994,0.022292994,0.18789808,other,0.18789808,0.8121019,0.918695,12,True,amerithrash_miniatures_lcg,0.12420382,other_dominant_mixed,other_dominant
DarkiChris,4186,39,0,1,1,2,0,0,5,0,3,4,0,23,0.0,0.025641026,0.025641026,0.051282052,0.0,0.0,0.12820514,0.0,0.07692308,0.102564104,0.0,0.5897436,other,0.5897436,0.4102564,0.541609,7,True,puzzle_nature_tableau_builders,0.12820514,other_dominant_low_coverage,other_dominant
DarkmanG6,4187,197,4,24,47,12,1,23,15,7,10,3,3,48,0.020304568,0.12182741,0.23857868,0.060913704,0.005076142,0.11675127,0.07614213,0.035532996,0.05076142,0.015228426,0.015228426,0.24365482,other,0.24365482,0.75634515,0.830196,12,True,dungeon_crawl_cooperative_campaign_adventure,0.23857868,other_dominant_mixed,other_dominant
Darkmurphy,4188,88,0,9,37,15,0,0,7,0,0,0,0,20,0.0,0.10227273,0.42045453,0.17045455,0.0,0.0,0.07954545,0.0,0.0,0.0,0.0,0.22727273,dungeon_crawl_cooperative_campaign_adventure,0.42045453,0.77272725,0.578355,5,True,dungeon_crawl_cooperative_campaign_adventure,0.42045453,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
Dart_16,4189,26,2,1,3,2,0,3,1,1,3,0,0,10,0.07692308,0.03846154,0.115384616,0.07692308,0.0,0.115384616,0.03846154,0.03846154,0.115384616,0.0,0.0,0.3846154,other,0.3846154,0.6153846,0.758805,9,True,dungeon_crawl_cooperative_campaign_adventure,0.115384616,other_dominant_mixed,other_dominant
darthchrista,4190,91,3,0,4,4,1,7,24,2,4,1,2,39,0.032967035,0.0,0.043956045,0.043956045,0.010989011,0.07692308,0.26373628,0.021978023,0.043956045,0.010989011,0.021978023,0.42857143,other,0.42857143,0.57142854,0.685504,11,True,puzzle_nature_tableau_builders,0.26373628,other_dominant_mixed,other_dominant
DarthDreamer,4191,49,5,3,2,6,1,4,3,2,4,4,2,13,0.10204082,0.06122449,0.040816326,0.12244898,0.020408163,0.08163265,0.06122449,0.040816326,0.08163265,0.08163265,0.040816326,0.26530612,other,0.26530612,0.7346939,0.913031,12,True,current_heavy_euro_engine_builders,0.12244898,other_dominant_mixed,other_dominant
das_artefakt,4192,244,19,7,26,38,3,17,13,13,12,10,2,84,0.07786885,0.028688524,0.10655738,0.1557377,0.012295082,0.06967213,0.05327869,0.05327869,0.04918033,0.040983606,0.008196721,0.3442623,other,0.3442623,0.6557377,0.831637,12,True,current_heavy_euro_engine_builders,0.1557377,other_dominant_mixed,other_dominant
das_boom,4193,64,3,9,1,2,22,5,0,1,8,0,0,13,0.046875,0.140625,0.015625,0.03125,0.34375,0.078125,0.0,0.015625,0.125,0.0,0.0,0.203125,historical_wargames_conflict_strategy,0.34375,0.796875,0.7274,9,True,historical_wargames_conflict_strategy,0.34375,leaning__historical_wargames_conflict_strategy,leaning
DaSarB,4194,63,11,2,1,4,0,5,5,0,2,3,0,30,0.17460318,0.031746034,0.015873017,0.06349207,0.0,0.07936508,0.07936508,0.0,0.031746034,0.04761905,0.0,0.47619048,other,0.47619048,0.52380955,0.670056,9,True,bgg_golden_age_canon,0.17460318,other_dominant_mixed,other_dominant
DaSpottishKing,4195,18,5,3,0,1,1,2,0,1,1,0,0,4,0.2777778,0.16666667,0.0,0.055555556,0.055555556,0.11111111,0.0,0.055555556,0.055555556,0.0,0.0,0.22222222,bgg_golden_age_canon,0.2777778,0.7777778,0.754605,8,True,bgg_golden_age_canon,0.2777778,generalist,generalist
daswiesel3,4196,43,3,0,7,2,0,2,5,0,1,2,1,20,0.069767445,0.0,0.1627907,0.046511628,0.0,0.046511628,0.11627907,0.0,0.023255814,0.046511628,0.023255814,0.4651163,other,0.4651163,0.53488374,0.680328,9,True,dungeon_crawl_cooperative_campaign_adventure,0.1627907,other_dominant_mixed,other_dominant
datasteal,4197,56,5,8,0,1,3,10,1,5,4,0,0,19,0.08928572,0.14285715,0.0,0.017857144,0.05357143,0.17857143,0.017857144,0.08928572,0.071428575,0.0,0.0,0.3392857,other,0.3392857,0.66071427,0.753683,9,True,party_family_social_deduction,0.17857143,other_dominant_mixed,other_dominant
dats13,4198,145,8,4,9,10,6,1,11,7,14,2,1,72,0.055172414,0.027586207,0.062068965,0.06896552,0.04137931,0.0068965517,0.07586207,0.048275862,0.096551724,0.013793103,0.0068965517,0.49655172,other,0.49655172,0.50344825,0.720607,12,True,cooperative_trick_taking_deduction,0.096551724,other_dominant_mixed,other_dominant
dave8,4199,103,8,4,5,16,5,5,12,11,4,1,2,30,0.0776699,0.03883495,0.048543688,0.1553398,0.048543688,0.048543688,0.116504855,0.106796116,0.03883495,0.009708738,0.019417476,0.29126215,other,0.29126215,0.70873785,0.865537,12,True,current_heavy_euro_engine_builders,0.1553398,other_dominant_mixed,other_dominant
Daveoh,4200,127,6,9,10,20,2,16,6,8,12,1,6,31,0.047244094,0.070866145,0.07874016,0.15748031,0.015748031,0.12598425,0.047244094,0.062992126,0.09448819,0.007874016,0.047244094,0.24409449,other,0.24409449,0.7559055,0.892281,12,True,current_heavy_euro_engine_builders,0.15748031,other_dominant_mixed,other_dominant
davewoodnc,4201,110,1,2,5,49,21,1,9,3,2,0,1,16,0.009090909,0.018181818,0.045454547,0.44545454,0.19090909,0.009090909,0.08181818,0.027272727,0.018181818,0.0,0.009090909,0.14545454,current_heavy_euro_engine_builders,0.44545454,0.8545455,0.673765,11,True,current_heavy_euro_engine_builders,0.44545454,specialist__current_heavy_euro_engine_builders,specialist
David80,4202,82,3,19,15,2,16,4,0,3,2,0,1,17,0.036585364,0.23170732,0.18292683,0.024390243,0.19512194,0.048780486,0.0,0.036585364,0.024390243,0.0,0.0121951215,0.20731707,amerithrash_miniatures_lcg,0.23170732,0.79268295,0.772225,10,True,amerithrash_miniatures_lcg,0.23170732,generalist,generalist
davide_aus_basel,4203,63,3,3,4,7,3,0,2,3,6,4,3,25,0.04761905,0.04761905,0.06349207,0.11111111,0.04761905,0.0,0.031746034,0.04761905,0.0952381,0.06349207,0.04761905,0.3968254,other,0.3968254,0.60317457,0.812638,11,True,current_heavy_euro_engine_builders,0.11111111,other_dominant_mixed,other_dominant
DavidIII,4204,153,17,11,27,8,1,19,7,14,1,3,1,44,0.11111111,0.07189543,0.1764706,0.052287582,0.006535948,0.12418301,0.045751635,0.09150327,0.006535948,0.019607844,0.006535948,0.2875817,other,0.2875817,0.7124183,0.823744,12,True,dungeon_crawl_cooperative_campaign_adventure,0.1764706,other_dominant_mixed,other_dominant
davorgekko,4205,470,23,35,73,37,14,34,31,22,25,8,7,161,0.04893617,0.07446808,0.15531915,0.0787234,0.029787235,0.07234043,0.06595745,0.04680851,0.05319149,0.017021276,0.0148936175,0.3425532,other,0.3425532,0.6574468,0.846206,12,True,dungeon_crawl_cooperative_campaign_adventure,0.15531915,other_dominant_mixed,other_dominant
dbeles,4206,28,2,0,0,0,0,5,6,1,1,4,0,9,0.071428575,0.0,0.0,0.0,0.0,0.17857143,0.21428572,0.035714287,0.035714287,0.14285715,0.0,0.32142857,other,0.32142857,0.67857146,0.686969,7,True,puzzle_nature_tableau_builders,0.21428572,other_dominant_mixed,other_dominant
DBendit,4207,308,13,9,52,57,33,3,16,12,24,1,4,84,0.042207792,0.029220778,0.16883117,0.18506494,0.10714286,0.0097402595,0.051948052,0.038961038,0.077922076,0.0032467532,0.012987013,0.27272728,other,0.27272728,0.72727275,0.821799,12,True,current_heavy_euro_engine_builders,0.18506494,other_dominant_mixed,other_dominant
dbhitchcock,4208,172,27,12,15,8,14,20,17,3,8,3,0,45,0.15697674,0.069767445,0.0872093,0.046511628,0.08139535,0.11627907,0.09883721,0.017441861,0.046511628,0.017441861,0.0,0.2616279,other,0.2616279,0.7383721,0.865114,11,True,bgg_golden_age_canon,0.15697674,other_dominant_mixed,other_dominant
DDarrell6,4209,86,3,1,3,21,13,4,3,4,2,0,0,32,0.034883723,0.011627907,0.034883723,0.24418604,0.15116279,0.046511628,0.034883723,0.046511628,0.023255814,0.0,0.0,0.37209302,other,0.37209302,0.627907,0.713736,10,True,current_heavy_euro_engine_builders,0.24418604,other_dominant_mixed,other_dominant
Deacis,4210,33,3,0,3,2,1,3,3,0,1,1,0,16,0.09090909,0.0,0.09090909,0.060606062,0.030303031,0.09090909,0.09090909,0.0,0.030303031,0.030303031,0.0,0.4848485,other,0.4848485,0.5151515,0.688444,9,True,bgg_golden_age_canon,0.09090909,other_dominant_mixed,other_dominant
deadpool2468,4211,35,0,7,6,2,0,1,0,0,4,0,1,14,0.0,0.2,0.17142858,0.057142857,0.0,0.028571429,0.0,0.0,0.114285715,0.0,0.028571429,0.4,other,0.4,0.6,0.646037,7,True,amerithrash_miniatures_lcg,0.2,other_dominant_mixed,other_dominant
DeanCarcione,4212,46,2,0,2,6,2,0,11,2,1,0,0,20,0.04347826,0.0,0.04347826,0.13043478,0.04347826,0.0,0.23913044,0.04347826,0.02173913,0.0,0.0,0.4347826,other,0.4347826,0.5652174,0.643277,8,True,puzzle_nature_tableau_builders,0.23913044,other_dominant_mixed,other_dominant
Dedaydedi,4213,71,2,0,5,9,0,1,12,1,2,2,0,37,0.028169014,0.0,0.07042254,0.12676056,0.0,0.014084507,0.16901408,0.014084507,0.028169014,0.028169014,0.0,0.52112675,other,0.52112675,0.47887325,0.607875,9,True,puzzle_nature_tableau_builders,0.16901408,other_dominant_low_coverage,other_dominant
Dedengkot,4214,31,1,6,2,3,2,5,0,1,1,0,1,9,0.032258064,0.19354838,0.06451613,0.09677419,0.06451613,0.16129032,0.0,0.032258064,0.032258064,0.0,0.032258064,0.29032257,other,0.29032257,0.70967746,0.802424,10,True,amerithrash_miniatures_lcg,0.19354838,other_dominant_mixed,other_dominant
Deebo0183,4215,24,1,3,1,2,0,2,4,0,0,0,0,11,0.041666668,0.125,0.041666668,0.083333336,0.0,0.083333336,0.16666667,0.0,0.0,0.0,0.0,0.45833334,other,0.45833334,0.5416666,0.641923,7,True,puzzle_nature_tableau_builders,0.16666667,other_dominant_mixed,other_dominant
Deebster,4216,47,10,5,0,0,2,6,0,5,6,0,0,13,0.21276596,0.10638298,0.0,0.0,0.04255319,0.12765957,0.0,0.10638298,0.12765957,0.0,0.0,0.27659574,other,0.27659574,0.7234043,0.732978,7,True,bgg_golden_age_canon,0.21276596,other_dominant_mixed,other_dominant
Deek1976,4217,150,15,13,12,4,7,13,6,4,12,2,0,62,0.1,0.086666666,0.08,0.026666667,0.046666667,0.086666666,0.04,0.026666667,0.08,0.013333334,0.0,0.41333333,other,0.41333333,0.5866667,0.783174,11,True,bgg_golden_age_canon,0.1,other_dominant_mixed,other_dominant
deema,4218,296,10,27,32,30,18,13,29,17,11,4,7,98,0.033783782,0.091216214,0.10810811,0.10135135,0.06081081,0.04391892,0.097972974,0.05743243,0.037162162,0.013513514,0.02364865,0.3310811,other,0.3310811,0.6689189,0.861058,12,True,dungeon_crawl_cooperative_campaign_adventure,0.10810811,other_dominant_mixed,other_dominant
deerstop,4219,205,23,37,5,6,8,15,7,26,10,3,3,62,0.11219512,0.18048781,0.024390243,0.029268293,0.03902439,0.07317073,0.034146342,0.12682927,0.048780486,0.014634146,0.014634146,0.30243903,other,0.30243903,0.69756097,0.835505,12,True,amerithrash_miniatures_lcg,0.18048781,other_dominant_mixed,other_dominant
Deitywanderer,4220,75,2,9,1,6,1,6,7,11,2,1,2,27,0.026666667,0.12,0.013333334,0.08,0.013333334,0.08,0.093333334,0.14666666,0.026666667,0.013333334,0.026666667,0.36,other,0.36,0.64,0.80159,12,True,medium_worker_placement_euros,0.14666666,other_dominant_mixed,other_dominant
dekulero,4221,59,0,7,16,1,0,8,2,0,6,1,5,13,0.0,0.118644066,0.27118644,0.016949153,0.0,0.13559322,0.033898305,0.0,0.10169491,0.016949153,0.084745765,0.22033899,dungeon_crawl_cooperative_campaign_adventure,0.27118644,0.779661,0.766854,9,True,dungeon_crawl_cooperative_campaign_adventure,0.27118644,generalist,generalist
delbertsroses,4222,171,35,5,2,2,62,6,0,9,14,2,1,33,0.20467836,0.029239766,0.0116959065,0.0116959065,0.3625731,0.03508772,0.0,0.05263158,0.081871346,0.0116959065,0.0058479533,0.19298245,historical_wargames_conflict_strategy,0.3625731,0.80701756,0.715058,11,True,historical_wargames_conflict_strategy,0.3625731,leaning__historical_wargames_conflict_strategy,leaning
Delinquent,4223,42,2,2,18,5,1,1,0,0,2,0,0,11,0.04761905,0.04761905,0.42857143,0.11904762,0.023809524,0.023809524,0.0,0.0,0.04761905,0.0,0.0,0.26190478,dungeon_crawl_cooperative_campaign_adventure,0.42857143,0.7380952,0.635959,8,True,dungeon_crawl_cooperative_campaign_adventure,0.42857143,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
demaluca,4224,60,4,1,13,3,5,3,4,0,5,0,0,22,0.06666667,0.016666668,0.21666667,0.05,0.083333336,0.05,0.06666667,0.0,0.083333336,0.0,0.0,0.36666667,other,0.36666667,0.6333333,0.741389,9,True,dungeon_crawl_cooperative_campaign_adventure,0.21666667,other_dominant_mixed,other_dominant
Den_of_Madness,4225,151,14,1,29,20,0,11,17,5,6,2,2,44,0.09271523,0.0066225166,0.19205298,0.13245033,0.0,0.07284768,0.11258278,0.03311258,0.0397351,0.013245033,0.013245033,0.29139072,other,0.29139072,0.7086093,0.800809,11,True,dungeon_crawl_cooperative_campaign_adventure,0.19205298,other_dominant_mixed,other_dominant
dendarii42,4226,55,2,8,9,2,3,3,4,1,3,0,0,20,0.036363635,0.14545454,0.16363636,0.036363635,0.054545455,0.054545455,0.07272727,0.018181818,0.054545455,0.0,0.0,0.36363637,other,0.36363637,0.6363636,0.774661,10,True,dungeon_crawl_cooperative_campaign_adventure,0.16363636,other_dominant_mixed,other_dominant
deni_gn,4227,27,2,0,0,7,0,2,1,2,2,0,0,11,0.074074075,0.0,0.0,0.25925925,0.0,0.074074075,0.037037037,0.074074075,0.074074075,0.0,0.0,0.4074074,other,0.4074074,0.5925926,0.647527,7,True,current_heavy_euro_engine_builders,0.25925925,other_dominant_mixed,other_dominant
denismarcio,4228,151,29,13,1,12,13,9,1,44,0,2,1,26,0.19205298,0.08609272,0.0066225166,0.0794702,0.08609272,0.059602648,0.0066225166,0.29139072,0.0,0.013245033,0.0066225166,0.17218544,medium_worker_placement_euros,0.29139072,0.8278146,0.77574,11,True,medium_worker_placement_euros,0.29139072,generalist,generalist
Denkevin,4229,111,8,3,11,5,9,15,2,1,11,1,0,45,0.072072074,0.027027028,0.0990991,0.045045044,0.08108108,0.13513513,0.018018018,0.009009009,0.0990991,0.009009009,0.0,0.4054054,other,0.4054054,0.5945946,0.757524,11,True,party_family_social_deduction,0.13513513,other_dominant_mixed,other_dominant
dennisworld,4230,51,8,1,2,0,0,9,2,2,3,0,1,23,0.15686275,0.019607844,0.039215688,0.0,0.0,0.1764706,0.039215688,0.039215688,0.05882353,0.0,0.019607844,0.4509804,other,0.4509804,0.5490196,0.667098,9,True,party_family_social_deduction,0.1764706,other_dominant_mixed,other_dominant
derek_lentz,4231,98,1,16,8,9,2,12,9,11,3,0,3,24,0.010204081,0.1632653,0.08163265,0.091836736,0.020408163,0.12244898,0.091836736,0.1122449,0.030612245,0.0,0.030612245,0.24489796,other,0.24489796,0.75510204,0.855503,11,True,amerithrash_miniatures_lcg,0.1632653,other_dominant_mixed,other_dominant
derekmd33,4232,92,20,2,1,2,25,2,0,1,14,0,1,24,0.2173913,0.02173913,0.010869565,0.02173913,0.27173913,0.02173913,0.0,0.010869565,0.1521739,0.0,0.010869565,0.26086956,historical_wargames_conflict_strategy,0.27173913,0.73913044,0.692175,10,True,historical_wargames_conflict_strategy,0.27173913,leaning__historical_wargames_conflict_strategy,leaning
DerelictDre,4233,642,39,72,51,54,23,90,68,22,40,11,19,153,0.060747664,0.11214953,0.07943925,0.08411215,0.035825547,0.14018692,0.105919,0.034267914,0.062305298,0.017133957,0.029595016,0.23831776,other,0.23831776,0.7616823,0.910153,12,True,party_family_social_deduction,0.14018692,other_dominant_mixed,other_dominant
deroeckj,4234,82,19,4,2,11,8,4,1,17,0,1,0,15,0.23170732,0.048780486,0.024390243,0.13414635,0.09756097,0.048780486,0.0121951215,0.20731707,0.0,0.0121951215,0.0,0.18292683,bgg_golden_age_canon,0.23170732,0.81707317,0.790785,10,True,bgg_golden_age_canon,0.23170732,generalist,generalist
dessmond,4235,153,18,9,6,13,5,16,8,21,1,5,5,46,0.11764706,0.05882353,0.039215688,0.08496732,0.03267974,0.104575165,0.052287582,0.13725491,0.006535948,0.03267974,0.03267974,0.3006536,other,0.3006536,0.6993464,0.864223,12,True,medium_worker_placement_euros,0.13725491,other_dominant_mixed,other_dominant
desultor,4236,141,42,4,11,0,2,19,13,0,12,3,6,29,0.29787233,0.028368793,0.07801419,0.0,0.014184397,0.13475177,0.09219858,0.0,0.08510638,0.021276595,0.04255319,0.20567375,bgg_golden_age_canon,0.29787233,0.79432625,0.789673,10,True,bgg_golden_age_canon,0.29787233,generalist,generalist
Deus_Ex_Machina,4237,77,11,10,0,10,5,7,0,9,3,0,2,20,0.14285715,0.12987013,0.0,0.12987013,0.064935066,0.09090909,0.0,0.116883114,0.038961038,0.0,0.025974026,0.25974026,other,0.25974026,0.74025977,0.815333,9,True,bgg_golden_age_canon,0.14285715,other_dominant_mixed,other_dominant
dev88,4238,124,7,0,15,27,1,3,19,4,7,5,1,35,0.05645161,0.0,0.12096774,0.21774194,0.008064516,0.024193548,0.15322581,0.032258064,0.05645161,0.04032258,0.008064516,0.28225806,other,0.28225806,0.71774197,0.79056,11,True,current_heavy_euro_engine_builders,0.21774194,other_dominant_mixed,other_dominant
DevonFall,4239,39,1,2,15,0,0,2,2,2,5,0,0,10,0.025641026,0.051282052,0.3846154,0.0,0.0,0.051282052,0.051282052,0.051282052,0.12820514,0.0,0.0,0.25641027,dungeon_crawl_cooperative_campaign_adventure,0.3846154,0.74358976,0.677319,8,True,dungeon_crawl_cooperative_campaign_adventure,0.3846154,leaning__dungeon_crawl_cooperative_campaign_adventure,leaning
DeweyDecimated,4240,149,12,22,27,11,16,1,6,12,3,1,0,38,0.08053691,0.147651,0.18120806,0.0738255,0.10738255,0.0067114094,0.040268455,0.08053691,0.020134227,0.0067114094,0.0,0.25503355,other,0.25503355,0.74496645,0.826322,11,True,dungeon_crawl_cooperative_campaign_adventure,0.18120806,other_dominant_mixed,other_dominant
Deymos20,4241,110,6,34,25,2,8,4,0,2,0,0,1,28,0.054545455,0.3090909,0.22727273,0.018181818,0.07272727,0.036363635,0.0,0.018181818,0.0,0.0,0.009090909,0.25454545,amerithrash_miniatures_lcg,0.3090909,0.74545455,0.686615,9,True,amerithrash_miniatures_lcg,0.3090909,leaning__amerithrash_miniatures_lcg,leaning
dEZ1971,4242,119,8,5,1,0,1,33,15,1,9,5,3,38,0.067226894,0.042016808,0.008403362,0.0,0.008403362,0.27731094,0.12605043,0.008403362,0.075630255,0.042016808,0.025210084,0.31932774,other,0.31932774,0.6806723,0.739527,11,True,party_family_social_deduction,0.27731094,other_dominant_mixed,other_dominant
dfrugo,4243,92,2,6,26,11,0,4,7,4,4,0,0,28,0.02173913,0.06521739,0.2826087,0.11956522,0.0,0.04347826,0.07608695,0.04347826,0.04347826,0.0,0.0,0.3043478,other,0.3043478,0.6956522,0.740215,9,True,dungeon_crawl_cooperative_campaign_adventure,0.2826087,other_dominant_mixed,other_dominant
dhc3po,4244,189,10,3,6,61,9,6,29,10,4,3,1,47,0.052910052,0.015873017,0.031746034,0.3227513,0.04761905,0.031746034,0.15343915,0.052910052,0.02116402,0.015873017,0.005291005,0.24867725,current_heavy_euro_engine_builders,0.3227513,0.75132275,0.77048,12,True,current_heavy_euro_engine_builders,0.3227513,generalist,generalist
dhk1987,4245,120,10,1,2,3,3,16,21,7,8,3,1,45,0.083333336,0.008333334,0.016666668,0.025,0.025,0.13333334,0.175,0.058333334,0.06666667,0.025,0.008333334,0.375,other,0.375,0.625,0.772485,12,True,puzzle_nature_tableau_builders,0.175,other_dominant_mixed,other_dominant
Diablordo,4246,47,2,1,2,6,0,3,2,1,2,5,0,23,0.04255319,0.021276595,0.04255319,0.12765957,0.0,0.06382979,0.04255319,0.021276595,0.04255319,0.10638298,0.0,0.4893617,other,0.4893617,0.5106383,0.695277,10,True,current_heavy_euro_engine_builders,0.12765957,other_dominant_mixed,other_dominant
Dianthus75,4247,185,17,3,12,4,0,9,29,14,8,2,5,82,0.09189189,0.016216217,0.06486487,0.021621622,0.0,0.048648648,0.15675676,0.075675674,0.043243244,0.010810811,0.027027028,0.44324324,other,0.44324324,0.55675673,0.733396,11,True,puzzle_nature_tableau_builders,0.15675676,other_dominant_mixed,other_dominant
dibbler,4248,48,4,1,1,12,3,1,3,2,2,1,2,16,0.083333336,0.020833334,0.020833334,0.25,0.0625,0.020833334,0.0625,0.041666668,0.041666668,0.020833334,0.041666668,0.33333334,other,0.33333334,0.6666666,0.799339,12,True,current_heavy_euro_engine_builders,0.25,other_dominant_mixed,other_dominant
diddypi,4249,93,22,3,32,1,2,6,8,1,1,0,2,15,0.23655914,0.032258064,0.34408602,0.010752688,0.021505376,0.06451613,0.086021505,0.010752688,0.010752688,0.0,0.021505376,0.16129032,dungeon_crawl_cooperative_campaign_adventure,0.34408602,0.8387097,0.72935,11,True,dungeon_crawl_cooperative_campaign_adventure,0.34408602,leaning__dungeon_crawl_cooperative_campaign_adventure,leaning
DidiBern,4250,322,10,31,34,78,7,15,20,17,3,11,3,93,0.031055901,0.096273296,0.10559006,0.24223602,0.02173913,0.04658385,0.062111802,0.05279503,0.00931677,0.03416149,0.00931677,0.28881988,other,0.28881988,0.7111801,0.816588,12,True,current_heavy_euro_engine_builders,0.24223602,other_dominant_mixed,other_dominant
didrikjonassen,4251,56,10,2,3,3,3,5,0,4,4,0,1,21,0.17857143,0.035714287,0.05357143,0.05357143,0.05357143,0.08928572,0.0,0.071428575,0.071428575,0.0,0.017857144,0.375,other,0.375,0.625,0.776456,10,True,bgg_golden_age_canon,0.17857143,other_dominant_mixed,other_dominant
Dinal4,4252,133,10,0,5,13,1,9,15,4,9,6,1,60,0.075187966,0.0,0.037593983,0.09774436,0.007518797,0.067669176,0.11278196,0.030075189,0.067669176,0.04511278,0.007518797,0.45112783,other,0.45112783,0.5488722,0.737904,11,True,puzzle_nature_tableau_builders,0.11278196,other_dominant_mixed,other_dominant
Dinamita2005,4253,297,28,37,21,23,15,19,16,11,15,3,3,106,0.09427609,0.124579124,0.07070707,0.077441074,0.05050505,0.06397306,0.053872053,0.037037037,0.05050505,0.01010101,0.01010101,0.35690236,other,0.35690236,0.64309764,0.83906,12,True,amerithrash_miniatures_lcg,0.124579124,other_dominant_mixed,other_dominant
DiogoFausto,4254,18,0,0,1,7,0,0,3,0,1,0,0,6,0.0,0.0,0.055555556,0.3888889,0.0,0.0,0.16666667,0.0,0.055555556,0.0,0.0,0.33333334,current_heavy_euro_engine_builders,0.3888889,0.6666666,0.544597,5,True,current_heavy_euro_engine_builders,0.3888889,leaning__current_heavy_euro_engine_builders,leaning
Dionne1993,4255,90,0,6,54,0,0,6,4,0,4,1,1,14,0.0,0.06666667,0.6,0.0,0.0,0.06666667,0.044444446,0.0,0.044444446,0.011111111,0.011111111,0.15555556,dungeon_crawl_cooperative_campaign_adventure,0.6,0.84444445,0.536749,8,True,dungeon_crawl_cooperative_campaign_adventure,0.6,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
diosuke,4256,221,24,3,15,28,3,16,38,21,6,10,1,56,0.108597286,0.013574661,0.06787331,0.12669684,0.013574661,0.07239819,0.1719457,0.095022626,0.027149322,0.04524887,0.004524887,0.25339368,other,0.25339368,0.74660635,0.85673,12,True,puzzle_nature_tableau_builders,0.1719457,other_dominant_mixed,other_dominant
DirtyDying,4257,101,1,0,31,4,0,2,9,0,9,3,2,40,0.00990099,0.0,0.3069307,0.03960396,0.0,0.01980198,0.089108914,0.0,0.089108914,0.02970297,0.01980198,0.3960396,other,0.3960396,0.6039604,0.641316,9,True,dungeon_crawl_cooperative_campaign_adventure,0.3069307,other_dominant_mixed,other_dominant
Dissa,4258,149,6,0,6,33,0,6,24,9,10,1,1,53,0.040268455,0.0,0.040268455,0.22147651,0.0,0.040268455,0.16107382,0.060402684,0.06711409,0.0067114094,0.0067114094,0.3557047,other,0.3557047,0.64429533,0.725054,10,True,current_heavy_euro_engine_builders,0.22147651,other_dominant_mixed,other_dominant
Divinity99,4259,196,3,6,44,51,2,5,13,9,4,4,4,51,0.015306123,0.030612245,0.2244898,0.26020408,0.010204081,0.025510205,0.06632653,0.045918368,0.020408163,0.020408163,0.020408163,0.26020408,current_heavy_euro_engine_builders,0.26020408,0.7397959,0.767337,12,True,current_heavy_euro_engine_builders,0.26020408,generalist,generalist
