username,row,total_selected_owned,other_owned_count,included_share,dominant_taste_dimension,dominant_taste_share,top_other_community_type,top_other_community_type_count,top_other_community_type_share,top_other_manual_label,top_other_manual_label_count,top_other_manual_label_share
Astroyd,1638,306,83,0.72875816,current_heavy_euro_engine_builders,0.22222222,temporal_artifact,47,0.5662650602409639,Recent releases / new-hotness cluster,47,0.5662650602409639
catjuggler,309,164,76,0.53658533,puzzle_nature_tableau_builders,0.19512194,temporal_artifact,47,0.618421052631579,Recent releases / new-hotness cluster,47,0.618421052631579
Mcfinz,5013,160,75,0.53125,current_heavy_euro_engine_builders,0.1875,temporal_artifact,47,0.6266666666666667,Recent releases / new-hotness cluster,47,0.6266666666666667
dats13,4198,145,72,0.50344825,cooperative_trick_taking_deduction,0.096551724,temporal_artifact,47,0.6527777777777778,Recent releases / new-hotness cluster,47,0.6527777777777778
CotB,4130,154,57,0.6298701,bgg_golden_age_canon,0.16233766,temporal_artifact,47,0.8245614035087719,Recent releases / new-hotness cluster,47,0.8245614035087719
Cutterbeck,4152,500,145,0.71000004,puzzle_nature_tableau_builders,0.152,bridge_cluster,46,0.31724137931034485,Recent releases / new-hotness cluster,42,0.2896551724137931
dannyboy3344,1939,499,143,0.7134268,current_heavy_euro_engine_builders,0.13426854,bridge_cluster,46,0.32167832167832167,Recent releases / new-hotness cluster,39,0.2727272727272727
Chiphall72,5131,481,135,0.7193347,puzzle_nature_tableau_builders,0.13929313,temporal_artifact,46,0.34074074074074073,Recent releases / new-hotness cluster,46,0.34074074074074073
Janahall323,5115,466,134,0.71244633,puzzle_nature_tableau_builders,0.1416309,temporal_artifact,46,0.34328358208955223,Recent releases / new-hotness cluster,46,0.34328358208955223
lottysnake,960,611,128,0.7905074,amerithrash_miniatures_lcg,0.14402619,bridge_cluster,46,0.359375,Recent releases / new-hotness cluster,31,0.2421875
rsolmes,3224,349,116,0.6676218,current_heavy_euro_engine_builders,0.14326647,temporal_artifact,46,0.39655172413793105,Recent releases / new-hotness cluster,46,0.39655172413793105
BandarFHD,1665,223,105,0.529148,puzzle_nature_tableau_builders,0.10762332,temporal_artifact,46,0.4380952380952381,Recent releases / new-hotness cluster,46,0.4380952380952381
sloehand,869,317,91,0.7129338,bgg_golden_age_canon,0.17350158,temporal_artifact,46,0.5054945054945055,Recent releases / new-hotness cluster,46,0.5054945054945055
Hexexmeister,4577,270,89,0.67037034,dungeon_crawl_cooperative_campaign_adventure,0.13333334,temporal_artifact,46,0.5168539325842697,Recent releases / new-hotness cluster,46,0.5168539325842697
Pan_Pablo,268,199,82,0.58793974,puzzle_nature_tableau_builders,0.12060302,temporal_artifact,46,0.5609756097560976,Recent releases / new-hotness cluster,46,0.5609756097560976
RunarS,1386,194,79,0.5927835,current_heavy_euro_engine_builders,0.15979381,temporal_artifact,46,0.5822784810126582,Recent releases / new-hotness cluster,46,0.5822784810126582
scordo13,3270,243,78,0.67901236,puzzle_nature_tableau_builders,0.17283951,temporal_artifact,46,0.5897435897435898,Recent releases / new-hotness cluster,46,0.5897435897435898
fabric18,331,190,74,0.6105263,dungeon_crawl_cooperative_campaign_adventure,0.13157895,temporal_artifact,46,0.6216216216216216,Recent releases / new-hotness cluster,46,0.6216216216216216
LeeKenshin,2675,191,70,0.63350785,party_family_social_deduction,0.16230367,temporal_artifact,46,0.6571428571428571,Recent releases / new-hotness cluster,46,0.6571428571428571
whywhyzed,5178,150,63,0.58000004,puzzle_nature_tableau_builders,0.21333334,temporal_artifact,46,0.7301587301587301,Recent releases / new-hotness cluster,46,0.7301587301587301
LaborLawLarry,2651,657,139,0.78843224,dungeon_crawl_cooperative_campaign_adventure,0.15981735,temporal_artifact,45,0.3237410071942446,Recent releases / new-hotness cluster,45,0.3237410071942446
sineadk,1408,582,135,0.76804125,current_heavy_euro_engine_builders,0.16838488,temporal_artifact,45,0.3333333333333333,Recent releases / new-hotness cluster,45,0.3333333333333333
bumpusth,1798,432,126,0.7083334,bgg_golden_age_canon,0.14814815,temporal_artifact,45,0.35714285714285715,Recent releases / new-hotness cluster,45,0.35714285714285715
Jdcnl,2460,404,124,0.69306934,amerithrash_miniatures_lcg,0.16089109,bridge_cluster,45,0.3629032258064516,Fantasy adventure / deck-building gateway,21,0.1693548387096774
kainolagoni,739,378,122,0.6772487,party_family_social_deduction,0.11375661,temporal_artifact,45,0.36885245901639346,Recent releases / new-hotness cluster,45,0.36885245901639346
fredd18,4421,429,117,0.72727275,current_heavy_euro_engine_builders,0.15384616,bridge_cluster,45,0.38461538461538464,Recent releases / new-hotness cluster,26,0.2222222222222222
GrovePrince,4523,373,109,0.70777476,puzzle_nature_tableau_builders,0.15013404,temporal_artifact,45,0.41284403669724773,Recent releases / new-hotness cluster,45,0.41284403669724773
EugeneLiu49,2134,355,105,0.70422536,current_heavy_euro_engine_builders,0.1971831,temporal_artifact,45,0.42857142857142855,Recent releases / new-hotness cluster,45,0.42857142857142855
chuckberry,1863,339,104,0.69321537,puzzle_nature_tableau_builders,0.18879056,temporal_artifact,45,0.4326923076923077,Recent releases / new-hotness cluster,45,0.4326923076923077
hypeman007,4599,415,101,0.7566265,medium_worker_placement_euros,0.21445782,bridge_cluster,45,0.44554455445544555,Area-control crossover / Root-Eclipse cluster,13,0.12871287128712872
EmptyNestBoardMama,4335,216,84,0.6111111,puzzle_nature_tableau_builders,0.33796296,temporal_artifact,45,0.5357142857142857,Recent releases / new-hotness cluster,45,0.5357142857142857
aliplaysalot,1570,199,83,0.5829146,current_heavy_euro_engine_builders,0.2562814,temporal_artifact,45,0.5421686746987951,Recent releases / new-hotness cluster,45,0.5421686746987951
K_Nudde,5226,237,83,0.64978904,current_heavy_euro_engine_builders,0.14767933,temporal_artifact,45,0.5421686746987951,Recent releases / new-hotness cluster,45,0.5421686746987951
Mokwai84,1299,211,76,0.63981044,current_heavy_euro_engine_builders,0.22274882,temporal_artifact,45,0.5921052631578947,Recent releases / new-hotness cluster,45,0.5921052631578947
will98683,5453,263,73,0.72243345,bgg_golden_age_canon,0.16730037,temporal_artifact,45,0.6164383561643836,Recent releases / new-hotness cluster,45,0.6164383561643836
danielletrave,4174,169,71,0.57988167,dungeon_crawl_cooperative_campaign_adventure,0.20710059,temporal_artifact,45,0.6338028169014085,Recent releases / new-hotness cluster,45,0.6338028169014085
tatiannamaria,5319,178,71,0.6011236,puzzle_nature_tableau_builders,0.24719101,temporal_artifact,45,0.6338028169014085,Recent releases / new-hotness cluster,45,0.6338028169014085
Murraculous,2908,182,67,0.6318681,bgg_golden_age_canon,0.21978022,temporal_artifact,45,0.6716417910447762,Recent releases / new-hotness cluster,45,0.6716417910447762
Aualan,3901,87,53,0.3908046,dungeon_crawl_cooperative_campaign_adventure,0.10344828,temporal_artifact,45,0.8490566037735849,Recent releases / new-hotness cluster,45,0.8490566037735849
mrchristopher01,2896,413,130,0.68523,party_family_social_deduction,0.12106538,bridge_cluster,44,0.3384615384615385,Recent releases / new-hotness cluster,32,0.24615384615384617
motoyugota,90,350,117,0.66571426,puzzle_nature_tableau_builders,0.12571429,franchise_series,44,0.37606837606837606,Recent releases / new-hotness cluster,38,0.3247863247863248
danissimus,113,371,109,0.70619947,dungeon_crawl_cooperative_campaign_adventure,0.18598382,temporal_artifact,44,0.4036697247706422,Recent releases / new-hotness cluster,44,0.4036697247706422
andypander,1589,360,107,0.70277774,dungeon_crawl_cooperative_campaign_adventure,0.23333333,franchise_series,44,0.411214953271028,Recent releases / new-hotness cluster,32,0.29906542056074764
Chaowongah,4079,216,82,0.6203704,current_heavy_euro_engine_builders,0.16666667,temporal_artifact,44,0.5365853658536586,Recent releases / new-hotness cluster,44,0.5365853658536586
TylerBruns,208,233,81,0.65236056,bgg_golden_age_canon,0.22317597,temporal_artifact,44,0.5432098765432098,Recent releases / new-hotness cluster,44,0.5432098765432098
kollathat,4836,221,79,0.6425339,puzzle_nature_tableau_builders,0.15384616,temporal_artifact,44,0.5569620253164557,Recent releases / new-hotness cluster,44,0.5569620253164557
Vexatious,5041,269,78,0.7100372,bgg_golden_age_canon,0.16356878,temporal_artifact,44,0.5641025641025641,Recent releases / new-hotness cluster,44,0.5641025641025641
darthmol,1953,170,74,0.56470585,party_family_social_deduction,0.14705883,temporal_artifact,44,0.5945945945945946,Recent releases / new-hotness cluster,44,0.5945945945945946
kelvinlau,4792,205,72,0.64878047,current_heavy_euro_engine_builders,0.21463415,temporal_artifact,44,0.6111111111111112,Recent releases / new-hotness cluster,44,0.6111111111111112
leopandolfo,5353,191,69,0.63874346,current_heavy_euro_engine_builders,0.2303665,temporal_artifact,44,0.6376811594202898,Recent releases / new-hotness cluster,44,0.6376811594202898
arnwei,3879,118,67,0.4322034,current_heavy_euro_engine_builders,0.118644066,temporal_artifact,44,0.6567164179104478,Recent releases / new-hotness cluster,44,0.6567164179104478
anamung0,3829,144,64,0.5555556,puzzle_nature_tableau_builders,0.18055555,temporal_artifact,44,0.6875,Recent releases / new-hotness cluster,44,0.6875
BrakeZ7,454,134,62,0.53731346,party_family_social_deduction,0.11940298,temporal_artifact,44,0.7096774193548387,Recent releases / new-hotness cluster,44,0.7096774193548387
Ed_McGein,4308,121,60,0.5041323,puzzle_nature_tableau_builders,0.14876033,temporal_artifact,44,0.7333333333333333,Recent releases / new-hotness cluster,44,0.7333333333333333
Cavern_11,635,618,173,0.72006476,bgg_golden_age_canon,0.13268608,franchise_series,43,0.24855491329479767,Recent releases / new-hotness cluster,41,0.23699421965317918
Ao_qc,3859,372,133,0.6424731,puzzle_nature_tableau_builders,0.15860215,temporal_artifact,43,0.3233082706766917,Recent releases / new-hotness cluster,43,0.3233082706766917
Slaverzguild,5235,451,108,0.76053214,amerithrash_miniatures_lcg,0.135255,bridge_cluster,43,0.39814814814814814,Recent releases / new-hotness cluster,23,0.21296296296296297
MadManu,4958,362,104,0.71270716,current_heavy_euro_engine_builders,0.25414366,temporal_artifact,43,0.41346153846153844,Recent releases / new-hotness cluster,43,0.41346153846153844
rrmalex,5336,376,95,0.74734044,current_heavy_euro_engine_builders,0.22074468,temporal_artifact,43,0.45263157894736844,Recent releases / new-hotness cluster,43,0.45263157894736844
Braldar,4017,344,94,0.7267442,party_family_social_deduction,0.2122093,franchise_series,43,0.4574468085106383,Unmatched / skirmish series cluster,19,0.20212765957446807
gabdewulf,692,343,93,0.728863,current_heavy_euro_engine_builders,0.21574344,temporal_artifact,43,0.46236559139784944,Recent releases / new-hotness cluster,43,0.46236559139784944
Fixxxer76,4395,347,88,0.74639773,dungeon_crawl_cooperative_campaign_adventure,0.13832854,bridge_cluster,43,0.48863636363636365,Recent releases / new-hotness cluster,23,0.26136363636363635
TanteTiffy,281,194,80,0.58762884,current_heavy_euro_engine_builders,0.19072165,temporal_artifact,43,0.5375,Recent releases / new-hotness cluster,43,0.5375
mikemcdasl,2848,230,79,0.65652174,puzzle_nature_tableau_builders,0.25652173,temporal_artifact,43,0.5443037974683544,Recent releases / new-hotness cluster,43,0.5443037974683544
Franky911,2208,198,72,0.6363636,current_heavy_euro_engine_builders,0.2777778,temporal_artifact,43,0.5972222222222222,Recent releases / new-hotness cluster,43,0.5972222222222222
Karato4ek,1203,152,67,0.55921054,current_heavy_euro_engine_builders,0.20394737,temporal_artifact,43,0.6417910447761194,Recent releases / new-hotness cluster,43,0.6417910447761194
Zumzju,1500,172,63,0.63372093,puzzle_nature_tableau_builders,0.20348836,temporal_artifact,43,0.6825396825396826,Recent releases / new-hotness cluster,43,0.6825396825396826
jneug,4711,148,63,0.5743243,dungeon_crawl_cooperative_campaign_adventure,0.20945945,temporal_artifact,43,0.6825396825396826,Recent releases / new-hotness cluster,43,0.6825396825396826
mauigreen,2802,444,135,0.695946,amerithrash_miniatures_lcg,0.1599099,temporal_artifact,42,0.3111111111111111,Recent releases / new-hotness cluster,42,0.3111111111111111
CharmNico,4083,399,130,0.67418545,party_family_social_deduction,0.14786968,temporal_artifact,42,0.3230769230769231,Recent releases / new-hotness cluster,42,0.3230769230769231
bubbaxis,4031,452,122,0.7300885,bgg_golden_age_canon,0.19690265,bridge_cluster,42,0.3442622950819672,Recent releases / new-hotness cluster,36,0.29508196721311475
Riyan216,5191,341,122,0.6422287,party_family_social_deduction,0.1260997,franchise_series,42,0.3442622950819672,Recent releases / new-hotness cluster,35,0.28688524590163933
benkutcher,612,503,118,0.76540756,historical_wargames_conflict_strategy,0.12326044,bridge_cluster,42,0.3559322033898305,Recent releases / new-hotness cluster,41,0.3474576271186441
NSlikster,966,477,113,0.7631027,bgg_golden_age_canon,0.2033543,bridge_cluster,42,0.37168141592920356,Recent releases / new-hotness cluster,21,0.18584070796460178
Greenosaur,2285,389,103,0.7352185,amerithrash_miniatures_lcg,0.14138818,bridge_cluster,42,0.4077669902912621,Recent releases / new-hotness cluster,28,0.27184466019417475
farmergiles,73,347,99,0.7146974,current_heavy_euro_engine_builders,0.15273775,bridge_cluster,42,0.42424242424242425,Recent releases / new-hotness cluster,25,0.25252525252525254
jaykay97,1186,227,80,0.6475771,bgg_golden_age_canon,0.14977974,temporal_artifact,42,0.525,Recent releases / new-hotness cluster,42,0.525
Bismaly,1028,174,76,0.56321836,current_heavy_euro_engine_builders,0.18965517,temporal_artifact,42,0.5526315789473685,Recent releases / new-hotness cluster,42,0.5526315789473685
Gorath44000,4495,349,76,0.78223497,bgg_golden_age_canon,0.21489972,temporal_artifact,42,0.5526315789473685,Recent releases / new-hotness cluster,42,0.5526315789473685
Minsc1610,2857,233,72,0.6909871,dungeon_crawl_cooperative_campaign_adventure,0.19742489,temporal_artifact,42,0.5833333333333334,Recent releases / new-hotness cluster,42,0.5833333333333334
Sy_beria,1433,98,69,0.29591835,cooperative_trick_taking_deduction,0.071428575,temporal_artifact,42,0.6086956521739131,Recent releases / new-hotness cluster,42,0.6086956521739131
JackTorrance,4651,198,69,0.6515151,bgg_golden_age_canon,0.14646465,temporal_artifact,42,0.6086956521739131,Recent releases / new-hotness cluster,42,0.6086956521739131
Goatcabin,4487,155,66,0.57419354,bgg_golden_age_canon,0.21290323,temporal_artifact,42,0.6363636363636364,Recent releases / new-hotness cluster,42,0.6363636363636364
ashkai,1627,172,64,0.627907,puzzle_nature_tableau_builders,0.18604651,temporal_artifact,42,0.65625,Recent releases / new-hotness cluster,42,0.65625
jbabel,4671,139,64,0.5395683,dungeon_crawl_cooperative_campaign_adventure,0.21582733,temporal_artifact,42,0.65625,Recent releases / new-hotness cluster,42,0.65625
paulyjones25,1348,622,124,0.8006431,current_heavy_euro_engine_builders,0.15594855,bridge_cluster,41,0.33064516129032256,Recent releases / new-hotness cluster,37,0.29838709677419356
Pumpkinhead76,3108,479,121,0.7473904,amerithrash_miniatures_lcg,0.12734865,temporal_artifact,41,0.33884297520661155,Recent releases / new-hotness cluster,41,0.33884297520661155
Savage_Collection,3257,507,104,0.7948718,medium_worker_placement_euros,0.18145956,bridge_cluster,41,0.3942307692307692,Fantasy adventure / deck-building gateway,19,0.18269230769230768
awrighter,3906,433,100,0.7690531,party_family_social_deduction,0.16859123,bridge_cluster,41,0.41,Recent releases / new-hotness cluster,19,0.19
FatherIgnatius,2159,544,99,0.81801474,historical_wargames_conflict_strategy,0.16360295,bridge_cluster,41,0.41414141414141414,Fantasy adventure / deck-building gateway,16,0.16161616161616163
Jville2434,511,263,93,0.6463878,current_heavy_euro_engine_builders,0.16730037,temporal_artifact,41,0.44086021505376344,Recent releases / new-hotness cluster,41,0.44086021505376344
Lord EduCation,124,271,90,0.6678967,bgg_golden_age_canon,0.13653137,temporal_artifact,41,0.45555555555555555,Recent releases / new-hotness cluster,41,0.45555555555555555
PTN19,3105,374,89,0.7620321,bgg_golden_age_canon,0.19786096,bridge_cluster,41,0.4606741573033708,Recent releases / new-hotness cluster,15,0.16853932584269662
oberjt,7,316,86,0.7278481,current_heavy_euro_engine_builders,0.19936709,temporal_artifact,41,0.47674418604651164,Recent releases / new-hotness cluster,41,0.47674418604651164
andystaats,3843,236,85,0.63983047,bgg_golden_age_canon,0.13135593,temporal_artifact,41,0.4823529411764706,Recent releases / new-hotness cluster,41,0.4823529411764706
LordByron1973,255,204,79,0.6127451,current_heavy_euro_engine_builders,0.19117647,temporal_artifact,41,0.5189873417721519,Recent releases / new-hotness cluster,41,0.5189873417721519
